subset,id,questionText,cluster_id,clusters
stack,38,Dialogue editing on cans?,0,"[[""No matter how cheap they are, they'll be better for editing than the nicest set of 'audiophile grade' hi-fi speakers"", ""Editing with cans happens because it's 2am and I don't want to bother anyone"", 'With games you tend to just worry about single assets', 'Listening to isolated dialogue on headphones reveals a lot of tiny things that will pretty much go by unnoticed for the player or audience', 'your speakers are sub-pro', ""Worrying about things that don't really matter slows you down"", 'Others have said headphones are great for cleaning up clicks and perfecting transitions', 'Grado SR325is gave me a greater level of detail even in quiet passages', 'Grado SR325is have a response more dynamic than my pair of NS10m or some bigger Genelec', 'headphones and decent reference monitors are a setup and playback system you are comfortable with and can trust', ""Grado SR325is are the 'best' of the lower range"", 'My company tracks a good amount of audio books', ""It's often easier to spot little issues like clicks on headphones""], [""The one thing cans can't help you do is check phase, which CAN be done on even the worst set of stereo speakers""], ['Editing with cans is usually due to unideal circumstances', 'Grado SR325is are in the same price range of most common pro cans'], ['mdr 7506, every tiny detail can be analysed']]"
stack,38,Dialogue editing on cans?,1,"[[""The one thing cans can't help you do is check phase, which CAN be done on even the worst set of stereo speakers""]]"
stack,38,Dialogue editing on cans?,3,"[[""we're always mixing for loudspeakers""]]"
stack,38,Dialogue editing on cans?,4,[['sometimes the ideal conditions are hard to get hold of']]
stack,39,"What is a word or an idiom for ""an act that makes alive something inanimate""?",0,"[[""The word vitalize seems be closer in its meaning to something like 'infuse with life power'"", 'Madame Rachel can only galvanize the corpse, not revivify it. Ancient French tragedy, red-heeled, patched, and be-peri- wigged, lies in the grave; and it is only the ghost of it that we see, which the fair Jewess has raised. (Thackeray, Paris Sketch Book)', 'vivification is a rarely used word', 'galvanize seems to apply predominantly to (dead) biological objects', 'Tappert also makes some interesting comments on the tempo rubato with which Wagner vivified the Ninth Symphony', ""There's a famous Christmas song that uses this wording: Frosty the Snowman, is a fairytale, they say. He was made of snow, but the children know he came to life one day."", 'The chains animated, swinging around to attack their terrified victim', 'Now within our own time there arose an unfortunate fuss which threatened (as Mr. Turnbull would say) to galvanize the corpse of Christianity into a fictitious life—\xadthe alleged case of a Highland eccentric who wanted to fight for the Virgin. (Chesterton)', 'vivification is the correct word (http://www.thefreedictionary.com/vivify)', 'You cannot revivify a broomstick or a brickbat', 'He casts the spell to animate the dead', 'The phrase is also used (albeit as a pun) in this headline: Bringing Frankenstein to Life', 'The power of God vitalized the world to the extent that his spirit infused life into dead matter', ""From a 'galvanize * corpse' search at Google Books""]]"
stack,39,"What is a word or an idiom for ""an act that makes alive something inanimate""?",1,[['personify means to attribute human-like qualities to something']]
stack,40,What are games with phrases used by English speaking people?,0,[['Superghosts is a variation of Ghosts']]
stack,40,What are games with phrases used by English speaking people?,4,"[[""One person picks an object that he can see and says, 'I spy with my little eye something beginning with (the first letter of that word)'"", 'Kids often play I spy with my little eye on car journeys', 'The other person then has to guess the object']]"
stack,40,What are games with phrases used by English speaking people?,6,"[['In hangman, you guess the word or words before the hangman is drawn']]"
stack,40,What are games with phrases used by English speaking people?,7,[['Charades sometimes covers whole sentences rather than a word or two']]
stack,40,What are games with phrases used by English speaking people?,8,[['Scrabble is the word boardgame of choice']]
stack,40,What are games with phrases used by English speaking people?,9,[['Depending on the local rules (which are many and varied)']]
stack,40,What are games with phrases used by English speaking people?,10,"[['HIPE is sort of a riddle game where a player #1 gives player #2 a three or four letter combination of letters that exists somewhere in the middle of another word (known to player #1)', 'Player #2 has to figure out what the word is'], [""The name 'HIPE' comes from a particularly challenging instance of this game""]]"
stack,41,Can I use the green part of leeks for stocks?,0,"[['it gives it a much better taste than onions', 'Why waste it?', 'there is a flavour difference with any fruits or vegetables with colour variations', 'My book says to use only white and inner green parts for stock', 'it cooks fine', 'the white is more delicate', 'the green is more robust', 'it is always delicious, even when cooked for significantly less than several hours', 'it gives it an absolutely amazing taste', 'the flavour is a bit strong']]"
stack,41,Can I use the green part of leeks for stocks?,2,"[['most of it was pureed', 'it gave it such a green color that family not used to eating with more open mind was probably turned off']]"
stack,41,Can I use the green part of leeks for stocks?,3,[['I like bold flavors']]
stack,41,Can I use the green part of leeks for stocks?,4,"[['Sediment in there is too fine for a sieve', ""You'll literally infuse the flavor of dirt (and whatever chemicals were in it) into your stock"", 'Gelatin will make passing finished stock through muslin impossible']]"
stack,41,Can I use the green part of leeks for stocks?,6,[['It infuses their great flavor ten fold']]
stack,42,Can rock salt be used for sewer maintenance?,0,"[['the amount of waste/water also flowing through the sewer line', 'you have the galvanic reaction with the salt water acting as an electrolyte', ""you don't have municipal sewerage"", ""an auto from the 'rust belt' where rock salt is used to treat icy roads results in corrosion"", 'a lot of piping underground is made from cast iron', 'the salt water will be an electrolyte and it will eventually eat the pipe, atom by atom (or ion by ion)', 'common sense tells us that using chemical vs natural is the safest way to go, not only for the lines but for the environment as well', ""when salt is flushed out into the line, it's being flushed with water, and it is washed away the next time you use your water"", 'A cup of salt once a month would have no effect', ""it's the salty water that kills the tree roots in the line, but not outside the lines""], ['if your piping is plastic based it connects somewhere to a cast iron line']]"
stack,42,Can rock salt be used for sewer maintenance?,2,"[['the salt will kill off any tree roots in the pipe', 'the salt will prevent more roots from coming in and causing blockage']]"
stack,43,Why is the word 'Poke' obsolete?,0,"[['I grew up in Northumberland calling a paper cone-shaped bag (for sweets, mostly) a poke', 'We commonly referred to taking our bag lunch to school as a lunch in a poke', 'poke is a word that in english translated to large bag', 'The Appalachian dialect is very conservative and tends to be passed on for a few generations', 'poke is now obsolete', ""Ngram shows that both the expression 'a pig in the poke' and 'in a poke' have actually never gained much currency though still in use"", ""It's simply called 'a large bag', or described by its purpose or shape or specific size"", ""The word 'poke' was very common when referring to a bag"", 'The words are often passed on to non-Appalachian speakers', 'My grandparents were from Appalachia', 'According to etymologist Michael Quinion, who discusses the proverb here', ""A brown paper bag used for taking lunch to school was called a 'poke' by many classmates"", 'My kids know that a poke is bag'], ['many people who use that phrase have no idea of its origin'], ['I grew up in mid-size Piedmont town in NC']]"
stack,43,Why is the word 'Poke' obsolete?,4,"[[""Poke was also a word used for a type of green as in 'poke salad'""], ['Poke was very commonly used by my parents and grandparents generation']]"
stack,43,Why is the word 'Poke' obsolete?,5,"[['Words fall out of use, or are reapplied, or new words are invented', 'the people using the language are spending their time speaking about different things than they used to, and the language adapts to suit their needs']]"
stack,43,Why is the word 'Poke' obsolete?,7,"[['It can also sometimes refer to other pocketlike structures', ""it's usually used to mean a bag built into a piece of clothing to conveniently carry small objects""]]"
stack,43,Why is the word 'Poke' obsolete?,8,[['It can also refer to other pouchlike structures']]
stack,43,Why is the word 'Poke' obsolete?,11,"[[""you had to 'poke it out' to get it into the cone"", ""there was a circular bar of Ice cream, with a 'paper card' wrapped around the Ice cream to protect it"", 'this was before the scoop made an appearance and well before the soft Ice cream of the Mr whippy type']]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",0,"[['I was brought up most of my childhood in England'], ['In my mind, I am equally correct saying it this way'], ['It is my choice']]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",1,"[[""as evidenced by the Old French word we borrowed it from, 'licoresse'""]]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",2,"[['police is pronounced differently', 'rice is pronounced differently', 'every other word ending with -ice is pronounced differently', 'liquorice is pronounced ˈlɪkərɪʃ']]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",3,"[[""a similar process happened with the words 'pressure' and 'sugar'""]]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",4,[['I decided to do some research in older dictionaries']]
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",5,"[[""lickerish broadened its sense to 'greedy, desirous'"", ""lickerish at one time had the side meaning 'tempting to the appetite'""]]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",7,"[[""I had never heard it pronounced as 'sh' until I moved from Scotland to England""]]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",8,"[[""I had never heard it pronounced as 'sh' until I moved from Scotland to England""]]"
stack,44,"Why is ""liquorice"" pronounced (or spelt) so strangely?",9,[['My mother is Scottish']]
stack,45,How to determine if hardwoods are under cabinets?,0,[['the floors usually are never sanded and stained under the cabinets']]
stack,45,How to determine if hardwoods are under cabinets?,1,"[[""If it's a floating floor, it should only go up to cabinets"", ""If it's underneath it's done improperly and you may have other issues""], ['if the hole is off to the side in the very front corner no one would ever see unless they were in the cabinet']]"
stack,45,How to determine if hardwoods are under cabinets?,4,"[['there is a quarter round trim between the cabinet and the floor'], ['there is no quarter round trim between the cabinet and the floor']]"
stack,45,How to determine if hardwoods are under cabinets?,5,"[['toe kicks can be non-standard', 'if toe kick was 3 3/4"" then there was probably no hardwoods under', 'toe kicks are usually right at 4 or 4.5 inches']]"
stack,45,How to determine if hardwoods are under cabinets?,6,"[['this might just be pulling back some quarter round'], ['this suggestion is pretty dubious']]"
stack,45,How to determine if hardwoods are under cabinets?,7,[['there is a quarter round trim between the cabinet and the floor']]
stack,45,How to determine if hardwoods are under cabinets?,8,[['the kitchen has tile']]
stack,45,How to determine if hardwoods are under cabinets?,9,[['the tiles are cut to fit next to the cabinets with a grout line between']]
stack,45,How to determine if hardwoods are under cabinets?,11,[['Most have a plate that either moves or can be unscrewed']]
stack,45,How to determine if hardwoods are under cabinets?,13,"[['the bottom drawer typically pulls right out'], ['the bottom panel is most often a skeleton type']]"
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),0,"[['Philadelphia style omits the cooking step.', ""my guess is you haven't made eggless icecream yet"", ""Ice cream made without eggs (just milk and/or cream, sugar, and flavorings) is often known as 'Philadelphia style.'"", 'Egg yolks also contain a lot of lecithin, a natural emulsifier which keeps fat and water from separating.'], ['Army Medical reference']]"
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),1,[['when you search for recipes you get all kinds involving you making a custard first and so on']]
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),3,"[[""None of the recipes in 'Jeni's Splendid Ice Creams at Home' use eggs"", ""'Jeni's Splendid Ice Creams at Home' explains a lot of the science behind ice cream making, which would make experimenting with different ingredients a lot easier""], [""'Jeni's Splendid Ice Creams at Home' is fantastic"", ""All the flavours I have tried from 'Jeni's Splendid Ice Creams at Home' have turned out really well""]]"
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),4,"[['Some recipes have no eggs but include some lecithin.', 'Lecithin can help make a higher fat ice cream with a creamier mouthfeel than you get from Philly style recipes.']]"
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),5,"[['agar-agar powder is 100% vegan', 'agar-agar powder is made from seaweed'], ['agar-agar powder is sold in Asian markets'], ['this makes it unsuitable for vegetarians']]"
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),7,"[['The body and texture will be fixed up nicely with this substitute', 'Your recipes should come out nicely assuming you are sticking to making ice cream to make ice cream', 'Flax egg will be a bit heavier for the purpose of whipping (it still whips, just takes an extra 5% of the time)'], ['For baking I prefer it in batters'], ['Your palette may or may not liken the flavor to egg']]"
stack,46,Substitute for egg yolk in ice-cream (Egg Allergy),8,"[[""in the case of ice cream, you're making a light custard to thicken the batter before freezing""]]"
stack,47,What are some ways to teach a child how to spit (after brushing their teeth)?,0,"[[""I attended speech therapy during preschool age; I don't think spitting was focused on, as speech therapy was focusing on the fact that I wasn't talking at all""], ['My family and my siblings have all tried to teach me, especially around the age of graduating toothpaste and swallowing watermelon seeds'], [""probably that's considered rude for grown-ups to ask about""]]"
stack,47,What are some ways to teach a child how to spit (after brushing their teeth)?,1,"[['If it were my 12-year-old special autistic child', 'this behavior is only for really special times like in the bathroom and adult condoned spitting contests', 'We tried showing my 16-year-old son every possible way to spit out anything that is in his mouth, but my 16-year-old son wouldn’t spit out.', 'I would try with salted water', 'See if he can hit a cup in the sink or something', 'My 4.5-year-old has been brushing his own teeth for about a year', ""One thing that helps with brushing teeth is to put my finger in my 16-year-old son's mouth to prevent my 16-year-old son from swallowing."", 'there are times for it', 'At first my 16-year-old son bit my finger, but the next time around my 16-year-old son would not bite again.', 'My 16-year-old son would not spit out.', ""you've found one"", ""now he has gotten help from you, siblings neighbors etc and shown you he's pretty good at it"", 'It is a very challenging and interesting problem', 'My 16-year-old son wouldn’t do this on his own.', 'The little kids bubble gum ones he wanted to eat, but the minty stuff he wanted to spit out', 'I would try with water', 'move onto toothpaste', 'your child is pretty good with competition', 'Do the exact same thing', 'Take a mouthful, swish around, spit', 'Try to make a game out of it', ""I can't convey to my 4.5-year-old to spit out the toothpaste"", 'I demonstrate and explain and still my 4.5-year-old just swallows', ""After finishing up brushing teeth, with my finger still in my 16-year-old son's mouth between his teeth, I take a cup of water and pour it in my 16-year-old son's mouth and then lower my 16-year-old son's face toward the sink and allow water to flow out."", 'My 16-year-old son, who is a nonverbal autistic, has spitting problem since he was a child.'], [""I repeat this last step few more time until the water coming out of my 16-year-old son's mouth is clear and no more tooth paste in my 16-year-old son's mouth or on my 16-year-old son's tongue.""], ['If it were my son'], ['When it comes to food, my 16-year-old son would be gagging if it is just a little bigger than a bite size.']]"
stack,47,What are some ways to teach a child how to spit (after brushing their teeth)?,2,"[[""It is not overly strong, but it doesn't taste like candy""], ['It makes his breath fresher too']]"
stack,47,What are some ways to teach a child how to spit (after brushing their teeth)?,3,"[['They will adjust in their own time', 'Children under 7 should only be using a pea-sized amount of toothpaste to minimise swallowing']]"
stack,47,What are some ways to teach a child how to spit (after brushing their teeth)?,4,"[['I do know that I HAVE to brush my teeth'], ['I hate mint and anything remotely spicy']]"
stack,47,What are some ways to teach a child how to spit (after brushing their teeth)?,6,"[[""the whole swallowing reason is why children's toothpaste is made to be swallowed""], [""young kids don't always grasp the concept""]]"
stack,48,Is the Scottish Resistance useful in TF2?,1,"[[""He'd kill both the first wave of enemies attempting to push it, and the second wave""], ['Shoot it just above a doorway and when someone walks in, detonate', 'Even in areas where there are only a few key choke points, you can lay multiple traps leading towards the objective', 'You can place 14 bombs - instead of the normal 8 - so you have the ability to lock down a huge area.', ""If someone avoids or survives the initial trap, you've still got a trap behind that one to catch them or finish them off"", ""You'll be more reliant on your pipes for that."", 'It killed me', 'The more distance you have between you and the other team, the more time you have to set up the Resistance', 'There is a longer delay in being able to detonate these bombs after launch.', 'The demo would shoot some around the current cart position and some more a few meters down the track', 'You can sticky up each entrance - and even the capture point itself.', 'It allows you guard multiple places all at the same time.'], [""unless you're also supported by an offensive engineer or the like""]]"
stack,48,Is the Scottish Resistance useful in TF2?,2,"[['You can sticky all the entrances at once', 'By standing on the point, you can see and detonate them as enemies come in']]"
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,0,"[[""once plants are established there squirrels don't seem to dig and bury stuff anymore"", ""Squirrels don't like digging through wire""], [""once established I don't need it anymore, the squirrels stay away""], ['squirrels are always digging holes there and burying acorns']]"
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,1,"[['Boil for 20 minutes and then let cool with the lid on it', 'It did seem to repel the squirrels', 'In a 2oz pot of water add the following ingredients: 2 tablespoons black pepper, 2 tablespoons cayenne pepper, one chopped Jalapeno pepper, one chopped onion', 'There is one place squirrels are particularly fond of', 'I have used moth balls', 'Buy a box of Blood Meal at Home Depot or a garden center', ""The stuff I've used is a mix of garlic, dried blood, and pepper""], ['Strain liquid threw a cheese cloth into a spray bottle, then spray covering the trouble areas'], ['The repellent STINKS']]"
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,4,[['The slightest touch to the lips or eyes will result in immediate irritation']]
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,6,[['it rates a 12-2-0; a very high number for a natural product']]
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,7,[['Check if there are no chipmunks']]
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,8,[['making it the only natural springtime weed and feed for lawns']]
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,11,[['They hate the smell of bleach']]
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,12,"[['I just spread a mix of pepper, onion and garlic']]"
stack,49,How do I repel tree squirrels that are digging holes in my lawn?,13,[['I read they go in and drown in the water as they cannot come out']]
stack,50,How to stop snow from sticking to the shovel,0,"[['the shovel cannot be kept cold when the temperature is above freezing', 'Auto detail wax can make surfaces slick, similar to ski wax', 'this will also last the whole season', 'I get a lot of snow where I live and I wax shovels at the start of the season', 'Turtle Wax is a type of auto detail wax that can make surfaces slick', 'the shovel is cold before you start shoveling the snow', 'wax works on old shovels just fine', 'keeping the blade cold prevents snow from sticking', 'Waxing skis or snowboards helps them slide off snow', 'Heavy Duty Metal Protector sprays on and dries to a very durable wax like finish on metal and plastic shovels', 'Actual ski wax is used for skis or snowboards to help them slide off snow', 'Every time I shovel a row of snow, some of it gets stuck and I have to waste time banging it on the ground', 'This is a hassle', 'Heavy Duty Metal Protector is meant as a motorcycle chain lube', ""ether-based engine starting fluid will evaporate quickly even in very cold weather, chilling the shovel blade so it doesn't stick to the snow as badly"", 'works great on snow plows also', 'helps keep them looking good and keeps the pitting & rusting to a minimum', 'Other people have solved the problem of making themselves slide off of snow', 'spray or wipe it on shovel let it set for a few hours and buff it', 'I have found one product that works great after 20 years of shoveling heavy wet snow here in Colorado', 'I have done this for 50 years on metal and plastic shovels'], [""in these conditions, there really isn't much you can do""]]"
stack,50,How to stop snow from sticking to the shovel,1,[['There was a guy who made a video of himself rolling snow up like a carpet']]
stack,50,How to stop snow from sticking to the shovel,2,"[['it will make the snow not stick', 'This works for both plastic and metal shovels']]"
stack,50,How to stop snow from sticking to the shovel,3,"[['Every time I shovel a row of snow, some of it gets stuck and I have to waste time banging it on the ground', 'This is a hassle'], ['holding at a slight angle mimics a big snowplow', 'a plow type shovel prevents snow from sticking', 'the plow type shovel is versatile for both pushing and throwing snow']]"
stack,50,How to stop snow from sticking to the shovel,4,[['making narrower swaths helps when there is more snow']]
stack,50,How to stop snow from sticking to the shovel,5,[['Depending on the depth of your snow']]
stack,50,How to stop snow from sticking to the shovel,6,[['snow melts on contact with the shovel blade']]
stack,51,My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,0,"[[""That won't achieve anything other than possibly losing the boss's trust""], ['the boss has the responsibility to perform that role', 'That is more opinion'], ['The alternative is to guess what the boss thinks, then to guess what you need to say, so the boss does what you guess the boss should do', 'this is what your boss wants'], ['in the future']]"
stack,51,My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,1,"[['my boss wants me to report to him after 2 weeks what I think about how my colleague is doing his job', 'my boss has asked me to keep an eye on a colleague'], ['my colleague could be more devoted']]"
stack,52,"Antonym of ""suspend"" as in ""Suspend a user account""",0,"[['I have just activated it for you', 'reinstate means to put back or establish again, as in a former position or state', ""If you see 'suspend' as a synonym to 'lock' because you forbid the person to use the computer system or software he wants"", 'reinstate means to reinstate the ousted chairman'], ['that is usually the on-screen option, button or command used in the software to do what you are saying']]"
stack,52,"Antonym of ""suspend"" as in ""Suspend a user account""",1,"[['When you ran out of money your account was suspended, just like business accounting systems would do to customers']]"
stack,52,"Antonym of ""suspend"" as in ""Suspend a user account""",4,[['business accounting systems would suspend accounts when customers ran out of money']]
stack,53,A word for not wanting to talk much,0,"[[""'Curt' strongly connotes discourtesy""]]"
stack,53,A word for not wanting to talk much,1,"[['""reticent"" means being unwilling to speak or reveal information', '""tight-lipped"" means being unwilling to speak or reveal information', '""closed-mouthed"" means being unwilling to speak or reveal information']]"
stack,53,A word for not wanting to talk much,2,"[['technically it refers to words of a single syllable', 'it is often extended to include single word, or curt, answers']]"
stack,53,A word for not wanting to talk much,3,"[['Neither of those words is especially popular, but not to the point that I would shy away from using them']]"
stack,53,A word for not wanting to talk much,4,[['Laconic means using or marked by the use of few words; terse or concise']]
stack,54,"Origin of the phrase, ""There's more than one way to skin a cat.""",0,"[['From 1836 The Priors of Prague by William Johnson Neale', 'There are many versions of this proverb', ""The earliest version appears as far back as 1678, in the second edition of John Ray’s collection of English proverbs, in which he gives it as 'there are more ways to kill a dog than hanging'"", 'Writers have pointed to its use in the southern states of the US in reference to the catfish, often abbreviated to cat, a fish that is indeed usually skinned in preparing it for eating', ""An earlier appearance is in ’Way down East; or, Portraitures of Yankee Life by Seba Smith of about 1854: 'This is a money digging world of ours; and, as it is said, ‘there are more ways than one to skin a cat,’ so are there more ways than one of digging for money'""], [""Another, listed in proverb books as early as 1721 and 1732 can be found in John Vanbrugh's 1721 comedy, Esop""], [""Charles Kingsley used one old British form in Westward Ho! in 1855: 'there are more ways of killing a cat than choking it with cream'""], [""Here's a letter from John Smith dated March 13, 1839""], [""House of Commons' Minutes of Evidence Taken Before Committee on Bill for Prevention of Cruelty to Animals, 1832""], [""Mark Twain used your version in A Connecticut Yankee in King Arthur’s Court in 1889: 'she was wise, subtle, and knew more than one way to skin a cat', that is, more than one way to get what she wanted""], [""Other versions include 'there are more ways of killing a cat than by choking it with butter', and 'there are more ways of killing a dog than choking him with pudding'""], [""The American English term 'to skin a cat' is to perform a gymnastic exercise that involves passing the feet and legs between the arms while hanging by the hands from a horizontal bar""], [""The earliest printed citation of this proverbial saying that I can find is in a short story by the American humorist Seba Smith - The Money Diggers, 1840: 'There are more ways than one to skin a cat,' so are there more ways than one of digging for money""], ['the phrase might refer to the background of cat-skinning'], ['""There are more ways than one to skin a cat,"" so are there more ways than one of digging for money.'], ['""There is more than one way to skin a cat"" is a phrase that originated from the Mississippi river region that pertains to the preparation of a catfish'], ['Another oft-repeated phrase of similar meaning can be found in a sermon by John Needham from 1709'], ['From the way he writes, the author clearly knew this to be a well-known existing proverbial saying'], ['I found some earlier variants'], ['It looks very much from the multiple versions of the saying, their wide distribution and their age, that this is just a local application of the proverb'], ['That name may have been suggested by the action of turning an animal’s skin inside out as part of the process of removing it from the body'], ['The Leisure Hour, 1879'], ['The earliest printed citation of this proverbial saying is in a short story by the American humorist Seba Smith - The Money Diggers, 1840']]"
stack,54,"Origin of the phrase, ""There's more than one way to skin a cat.""",1,[['the background and historical references to cat-skinning']]
stack,54,"Origin of the phrase, ""There's more than one way to skin a cat.""",2,"[['Although used literally, this humorous poem called The Fair Nun, A Tale by Elijah Fenton was reprinted many times in the 18th and 19th centuries, the earliest I found from 1712']]"
stack,54,"Origin of the phrase, ""There's more than one way to skin a cat.""",4,"[['The Leisure Hour, 1879']]"
stack,55,Are there any churches in Dune?,0,"[[""'zensunni' and 'buddhislamic' are major religions"", 'Azhar Book was developed by Bene Gesserit to gather all different faiths works into one consolidated body of work', 'They all are aware of it, but come across as highly secularized themselves', 'The Zensunni subgroup is part of Buddislamist', 'They are, however, a creation of Alia', 'The doctrine is recorded in the Orange Catholic Bible'], ['They are not Muslims as we know them, but they are derived from Islam'], ['how much of this is due to the Bene Gesserit training, how much is due to having access to Bene Gesserit Other Memory, and how much is simply being raised an Imperial Nobleman is entirely unclear'], ['major means bigger than local planetary / solar system sects']]"
stack,55,Are there any churches in Dune?,3,"[[""See 'Chapterhouse: Dune'""]]"
stack,55,Are there any churches in Dune?,4,[['It is given more attention in the prequels by Brian Herbert']]
stack,55,Are there any churches in Dune?,5,"[[""It's syncretic""]]"
stack,55,Are there any churches in Dune?,6,"[['It was written in the aftermath of the Butlerian Jihad (the war that rid the human race of computers)'], ['The C.E.T. was made up of representatives of all major religions (that is, religions with more than one million adherents)']]"
stack,56,Something against hand pain due to writing?,0,"[['People with arthritis and various other ailments and injuries that affect their hands increase the size of what they hold'], ['my hand pain is due to a neurological injury', 'some kind of glove or pen-strap that reduces pressure on the fingers']]"
stack,56,Something against hand pain due to writing?,1,"[['Otherwise, you can risk permanently injuring/disabling yourself', ""if they're still hurting after a break, then it means I'm done for the day"", 'I sometimes write for hours per day (calligraphy)'], ['if something hurts, it needs to rest']]"
stack,56,Something against hand pain due to writing?,2,"[['the pressure created a lot of pain in my joints, especially where I held the pencil or rested my hand/fingers against the table']]"
stack,56,Something against hand pain due to writing?,6,"[[""I've heard that cramps happen due to dehydration""]]"
stack,56,Something against hand pain due to writing?,7,"[[""painting doesn't require much pressure to create a visible mark (and requires much less energy to fill a space with color)""]]"
stack,56,Something against hand pain due to writing?,8,"[['I did that for many of my long writing projects in school'], ['Soaking hands in warm water can be done before, after, and in between periods of writing', 'Soaking hands in warm water can be done during breaks of half an hour or so']]"
stack,56,Something against hand pain due to writing?,9,[['That is the root of the problem']]
stack,56,Something against hand pain due to writing?,11,"[['Almost everything else has something in it to diminish the effect of straight water', 'Actual water, not tea, coffee, pop, alcohol, sports drinks, or anything else but straight water']]"
stack,56,Something against hand pain due to writing?,12,"[[""Maybe that habit helped or at least didn't cause any harm"", 'She was one of those students who wrote nine pages for a one line question'], ['One of my classmates did that']]"
stack,56,Something against hand pain due to writing?,13,"[['A wrist brace will constrict your writing'], [""You'll need to practice with it before doing something that needs to look perfect""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,0,"[[""the definition of 'dissymmetrical' refers also to crystallographic usages of the word""], ['dissymmetric objects may possess some symmetry elements', '""Asymmetry"" connotes a condition that never was symmetrical and thus possesses no such shadow or memory', 'In physics, ""dissymmetry"" is typically reserved for situations where extant symmetry is broken and thus preserves some shadow or memory of its prior symmetry (e.g., a crooked picture on a wall)', 'asymmetric objects lack all elements'], [""the usage references only extend back into the 1880's""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,1,"[[""In chemistry, the term 'chiral' (stemming from the greek word for hand) describes the property of not overlapping with one's mirror image.""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,2,[['e.g. uninterested and disinterested']]
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,3,"[[""the NOAD indicates: 'lacking symmetry'""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,4,"[[""From what I've heard people use the words and also read a few books which contained them, I can say they are synonymous""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,5,"[[""the word 'dissymmetry' enters the English language from chemistry""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,7,"[[""it's not a di prefix, it's a dis prefix"", ""there are two s in dissymmetry because there's the prefix + the base: dis + symmetry""]]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,8,[['the Greek word ἀσυμμετρία means disproportion']]
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,12,"[['My goal was to explain the relationship between the various technical terms, which the dictionary definition does not reflect.']]"
stack,57,Do “asymmetric” and “dissymmetric” have different meaning?,14,[['the prefix dis- expresses negation or completeness or intensification of an unpleasant or unattractive action']]
stack,58,As we know Crabbe and Goyle Sr were both Death Eaters: What were their jobs in the magical world?,0,"[['they were acquitted', 'Draco acts like he owns the kids', ""assuming they didn't end up like the Gaunts or Weasleys"", ""If their kids are anything like them they aren't very bright/skilled otherwise"", ""Unless they were caught during the first war, which I would say they weren't on the fact that they would be in Azkaban"", 'most pure-blood families are very wealthy', 'Crabbe Sr. and Goyle Sr. were listed in the Sacred 28', 'Context clues from the books and relationships between Crabbe and Goyle and the Malfoys', 'Crabbe and Goyle are always described as big and dull', ""Some sort of enforcers wouldn't be out of realm of possibility"", ""Crabbe and Goyle act as Draco's hired muscle on the train to Hogwarts"", 'I checked Accio Quote, searched the books, googled, checked Wikia, Pottermore and jkrowling.com', ""This is a typical arrangement for European nobility - the kids of the thugs/retainers for a father nobleman become the same for the nobleman's kid"", 'Draco knows Crabbe and Goyle from the get-go']]"
stack,58,As we know Crabbe and Goyle Sr were both Death Eaters: What were their jobs in the magical world?,1,[['You could have found those names in old reports of the trials']]
stack,58,As we know Crabbe and Goyle Sr were both Death Eaters: What were their jobs in the magical world?,2,"[[""At the end of the war with Lucius Malfoy's money""]]"
